Outcome,Week End,Age Group,Unvaccinated Rate,Vaccinated Rate,Boosted Rate,Crude Vaccinated Ratio,Crude Boosted Ratio,Age-Adjusted Unvaccinated Rate,Age-Adjusted Vaccinated Rate,Age-Adjusted Boosted Rate,Age-Adjusted Vaccinated Ratio,Age-Adjusted Boosted Ratio,Population Unvaccinated,Population Vaccinated,Population Boosted,Outcome Unvaccinated,Outcome Vaccinated,Outcome Boosted,Age Group Min,Age Group Max
Cases,04/24/2021,5-11,110.7,,,,,,,,,,210448,,,233,,,5,11
Cases,10/21/2023,80+,41.3,69.7,108.1,0.6,0.4,,,,,,24189,11483,47191,10,8,51,80,200
Cases,05/08/2021,0-4,56.6,,,,,,,,,,162642,,,92,,,0,4
Cases,10/09/2021,12-17,229.4,17.7,,13.0,,,,,,,67139,95783,,154,17,,12,17
Cases,05/15/2021,0-4,46.7,,,,,,,,,,162642,,,76,,,0,4
Cases,05/15/2021,5-11,77.0,,,,,,,,,,210448,,,162,,,5,11
Deaths,07/23/2022,65-79,2.2,2.2,0.6,1.0,3.7,,,,,,46080,45341,168622,1,1,1,65,79
Cases,05/22/2021,0-4,44.3,,,,,,,,,,162642,,,72,,,0,4
Cases,05/22/2021,5-11,50.8,,,,,,,,,,210448,,,107,,,5,11
Deaths,07/30/2022,30-49,1.6,0.0,0.0,,,,,,,,126589,278749,342597,2,0,0,30,49
Hospitalizations,12/03/2022,0-4,6.1,0.0,,,,,,,,,162642,,,10,0,,0,4
Cases,05/29/2021,5-11,29.9,,,,,,,,,,210448,,,63,,,5,11
Cases,06/05/2021,0-4,17.2,,,,,,,,,,162642,,,28,,,0,4
Cases,06/05/2021,5-11,21.4,,,,,,,,,,210448,,,45,,,5,11
Cases,06/12/2021,0-4,13.5,,,,,,,,,,162642,,,22,,,0,4
Cases,06/19/2021,0-4,6.1,,,,,,,,,,162642,,,10,,,0,4
Cases,06/19/2021,5-11,7.6,,,,,,,,,,210448,,,16,,,5,11
Cases,06/26/2021,0-4,10.5,,,,,,,,,,162642,,,17,,,0,4
Cases,06/26/2021,5-11,6.2,,,,,,,,,,210448,,,13,,,5,11
Cases,07/03/2021,0-4,12.9,,,,,,,,,,162642,,,21,,,0,4
Cases,07/03/2021,5-11,8.6,,,,,,,,,,210448,,,18,,,5,11
Cases,07/10/2021,0-4,16.0,,,,,,,,,,162642,,,26,,,0,4
Cases,07/10/2021,5-11,15.2,,,,,,,,,,210448,,,32,,,5,11
Cases,07/17/2021,0-4,17.8,,,,,,,,,,162642,,,29,,,0,4
Cases,07/17/2021,5-11,25.2,,,,,,,,,,210448,,,53,,,5,11
Cases,07/24/2021,0-4,36.9,,,,,,,,,,162642,,,60,,,0,4
Cases,07/24/2021,5-11,45.6,,,,,,,,,,210448,,,96,,,5,11
Cases,07/31/2021,0-4,40.6,,,,,,,,,,162642,,,66,,,0,4
Cases,07/31/2021,5-11,50.8,,,,,,,,,,210448,,,107,,,5,11
Cases,08/07/2021,0-4,55.3,,,,,,,,,,162642,,,90,,,0,4
Cases,08/07/2021,5-11,80.3,,,,,,,,,,210448,,,169,,,5,11
Cases,08/14/2021,0-4,63.9,,,,,,,,,,162642,,,104,,,0,4
Cases,08/21/2021,0-4,58.4,,,,,,,,,,162642,,,95,,,0,4
Deaths,04/15/2023,50-64,0.0,0.0,0.0,,,,,,,,33349,125709,246898,0,0,0,50,64
Cases,08/28/2021,0-4,87.9,,,,,,,,,,162642,,,143,,,0,4
Deaths,10/09/2021,12-17,0.0,0.0,,,,,,,,,67139,95783,,0,0,,12,17
Cases,09/04/2021,0-4,89.2,,,,,,,,,,162642,,,145,,,0,4
Cases,09/11/2021,0-4,80.5,,,,,,,,,,162642,,,131,,,0,4
Cases,09/11/2021,5-11,164.4,,,,,,,,,,210448,,,346,,,5,11
Deaths,08/13/2022,5-11,0.0,0.0,0.0,,,,,,,,96738,85405,12921,0,0,0,5,11
Cases,09/25/2021,0-4,57.2,,,,,,,,,,162642,,,93,,,0,4
Cases,09/25/2021,5-11,121.2,,,,,,,,,,210448,,,255,,,5,11
Hospitalizations,06/03/2023,50-64,6.1,0.8,0.8,7.6,7.6,,,,,,32855,125745,246913,2,1,2,50,64
Cases,10/09/2021,0-4,59.0,,,,,,,,,,162642,,,96,,,0,4
Cases,10/16/2021,0-4,48.6,,,,,,,,,,162642,,,79,,,0,4
Cases,10/23/2021,0-4,54.7,,,,,,,,,,162642,,,89,,,0,4
Cases,10/30/2021,0-4,62.7,,,,,,,,,,162642,,,102,,,0,4
Cases,10/30/2021,5-11,133.0,,,,,,,,,,210448,,,280,,,5,11
Cases,11/06/2021,0-4,74.4,,,,,,,,,,162642,,,121,,,0,4
Cases,11/13/2021,0-4,97.1,,,,,,,,,,162642,,,158,,,0,4
Cases,11/27/2021,0-4,100.2,,,,,,,,,,162642,,,163,,,0,4
Cases,03/19/2022,0-4,41.8,,,,,,,,,,162642,,,68,,,0,4
Cases,04/02/2022,0-4,67.6,,,,,,,,,,162642,,,110,,,0,4
Deaths,10/09/2021,5-11,0.0,,,,,,,,,,210448,,,0,,,5,11
Deaths,04/03/2021,0-4,0.0,,,,,,,,,,162642,,,0,,,0,4
Deaths,04/03/2021,5-11,0.0,,,,,,,,,,210448,,,0,,,5,11
Deaths,04/10/2021,0-4,0.0,,,,,,,,,,162642,,,0,,,0,4
Deaths,04/10/2021,5-11,0.0,,,,,,,,,,210448,,,0,,,5,11
Deaths,04/17/2021,0-4,0.0,,,,,,,,,,162642,,,0,,,0,4
Deaths,04/17/2021,5-11,0.0,,,,,,,,,,210448,,,0,,,5,11
Deaths,04/24/2021,0-4,0.0,,,,,,,,,,162642,,,0,,,0,4
Deaths,04/24/2021,5-11,0.0,,,,,,,,,,210448,,,0,,,5,11
Deaths,05/01/2021,0-4,0.0,,,,,,,,,,162642,,,0,,,0,4
Deaths,05/01/2021,5-11,0.0,,,,,,,,,,210448,,,0,,,5,11
Deaths,05/08/2021,0-4,0.0,,,,,,,,,,162642,,,0,,,0,4
Deaths,05/08/2021,5-11,0.0,,,,,,,,,,210448,,,0,,,5,11
Deaths,05/15/2021,0-4,0.0,,,,,,,,,,162642,,,0,,,0,4
Deaths,05/15/2021,5-11,0.0,,,,,,,,,,210448,,,0,,,5,11
Deaths,05/22/2021,0-4,0.0,,,,,,,,,,162642,,,0,,,0,4
Deaths,05/22/2021,5-11,0.0,,,,,,,,,,210448,,,0,,,5,11
Deaths,05/29/2021,0-4,0.0,,,,,,,,,,162642,,,0,,,0,4
Deaths,05/29/2021,5-11,0.0,,,,,,,,,,210448,,,0,,,5,11
Deaths,06/05/2021,0-4,0.0,,,,,,,,,,162642,,,0,,,0,4
Deaths,06/05/2021,5-11,0.0,,,,,,,,,,210448,,,0,,,5,11
Deaths,06/12/2021,0-4,0.0,,,,,,,,,,162642,,,0,,,0,4
Deaths,06/12/2021,5-11,0.0,,,,,,,,,,210448,,,0,,,5,11
Deaths,06/19/2021,0-4,0.0,,,,,,,,,,162642,,,0,,,0,4
Deaths,06/19/2021,5-11,0.0,,,,,,,,,,210448,,,0,,,5,11
Deaths,06/26/2021,0-4,0.0,,,,,,,,,,162642,,,0,,,0,4
Deaths,06/26/2021,5-11,0.0,,,,,,,,,,210448,,,0,,,5,11
Deaths,07/03/2021,0-4,0.0,,,,,,,,,,162642,,,0,,,0,4
Deaths,07/03/2021,5-11,0.0,,,,,,,,,,210448,,,0,,,5,11
Deaths,07/10/2021,0-4,0.0,,,,,,,,,,162642,,,0,,,0,4
Deaths,07/10/2021,5-11,0.0,,,,,,,,,,210448,,,0,,,5,11
Deaths,07/17/2021,0-4,0.0,,,,,,,,,,162642,,,0,,,0,4
Deaths,07/17/2021,5-11,0.0,,,,,,,,,,210448,,,0,,,5,11
Deaths,07/24/2021,0-4,0.0,,,,,,,,,,162642,,,0,,,0,4
Deaths,07/24/2021,5-11,0.0,,,,,,,,,,210448,,,0,,,5,11
Deaths,07/31/2021,0-4,0.0,,,,,,,,,,162642,,,0,,,0,4
Deaths,07/31/2021,5-11,0.0,,,,,,,,,,210448,,,0,,,5,11
Deaths,08/07/2021,0-4,0.0,,,,,,,,,,162642,,,0,,,0,4
Deaths,08/07/2021,5-11,0.5,,,,,,,,,,210448,,,1,,,5,11
Deaths,08/14/2021,0-4,0.0,,,,,,,,,,162642,,,0,,,0,4
Deaths,08/14/2021,5-11,0.0,,,,,,,,,,210448,,,0,,,5,11
Deaths,08/21/2021,0-4,0.0,,,,,,,,,,162642,,,0,,,0,4
Deaths,08/21/2021,5-11,0.0,,,,,,,,,,210448,,,0,,,5,11
Deaths,08/28/2021,0-4,0.0,,,,,,,,,,162642,,,0,,,0,4
Deaths,08/28/2021,5-11,0.0,,,,,,,,,,210448,,,0,,,5,11
Deaths,09/04/2021,0-4,0.0,,,,,,,,,,162642,,,0,,,0,4
Deaths,09/04/2021,5-11,0.0,,,,,,,,,,210448,,,0,,,5,11
Deaths,09/11/2021,0-4,0.0,,,,,,,,,,162642,,,0,,,0,4
Deaths,09/11/2021,5-11,0.0,,,,,,,,,,210448,,,0,,,5,11
Deaths,09/18/2021,0-4,0.0,,,,,,,,,,162642,,,0,,,0,4
Deaths,09/18/2021,5-11,0.0,,,,,,,,,,210448,,,0,,,5,11
Deaths,09/25/2021,0-4,0.0,,,,,,,,,,162642,,,0,,,0,4
Deaths,09/25/2021,5-11,0.0,,,,,,,,,,210448,,,0,,,5,11
Deaths,10/02/2021,0-4,0.0,,,,,,,,,,162642,,,0,,,0,4
Deaths,10/02/2021,5-11,0.0,,,,,,,,,,210448,,,0,,,5,11
Deaths,10/09/2021,0-4,0.0,,,,,,,,,,162642,,,0,,,0,4
Deaths,10/16/2021,0-4,0.0,,,,,,,,,,162642,,,0,,,0,4
Deaths,10/16/2021,5-11,0.0,,,,,,,,,,210448,,,0,,,5,11
Deaths,10/23/2021,0-4,0.0,,,,,,,,,,162642,,,0,,,0,4
Deaths,10/23/2021,5-11,0.0,,,,,,,,,,210448,,,0,,,5,11
Deaths,10/30/2021,0-4,0.0,,,,,,,,,,162642,,,0,,,0,4
Deaths,10/30/2021,5-11,0.0,,,,,,,,,,210448,,,0,,,5,11
Deaths,11/06/2021,0-4,0.0,,,,,,,,,,162642,,,0,,,0,4
Deaths,11/13/2021,0-4,0.0,,,,,,,,,,162642,,,0,,,0,4
Deaths,11/20/2021,0-4,0.0,,,,,,,,,,162642,,,0,,,0,4
Deaths,11/27/2021,0-4,0.0,,,,,,,,,,162642,,,0,,,0,4
Deaths,12/04/2021,0-4,0.0,,,,,,,,,,162642,,,0,,,0,4
Deaths,12/11/2021,0-4,0.0,,,,,,,,,,162642,,,0,,,0,4
Deaths,12/18/2021,0-4,0.0,,,,,,,,,,162642,,,0,,,0,4
Deaths,12/25/2021,0-4,0.0,,,,,,,,,,162642,,,0,,,0,4
Deaths,01/01/2022,0-4,0.0,,,,,,,,,,162642,,,0,,,0,4
Deaths,01/08/2022,0-4,0.0,,,,,,,,,,162642,,,0,,,0,4
Deaths,01/15/2022,0-4,0.0,,,,,,,,,,162642,,,0,,,0,4
Deaths,01/22/2022,0-4,0.0,,,,,,,,,,162642,,,0,,,0,4
Deaths,01/29/2022,0-4,0.0,,,,,,,,,,162642,,,0,,,0,4
Deaths,02/05/2022,0-4,0.0,,,,,,,,,,162642,,,0,,,0,4
Deaths,02/12/2022,0-4,0.0,,,,,,,,,,162642,,,0,,,0,4
Deaths,02/19/2022,0-4,0.0,,,,,,,,,,162642,,,0,,,0,4
Deaths,02/26/2022,0-4,0.0,,,,,,,,,,162642,,,0,,,0,4
Deaths,03/05/2022,0-4,0.0,,,,,,,,,,162642,,,0,,,0,4
Deaths,03/12/2022,0-4,0.0,,,,,,,,,,162642,,,0,,,0,4
Deaths,03/19/2022,0-4,0.0,,,,,,,,,,162642,,,0,,,0,4
Deaths,03/26/2022,0-4,0.0,,,,,,,,,,162642,,,0,,,0,4
Deaths,04/02/2022,0-4,0.0,,,,,,,,,,162642,,,0,,,0,4
Deaths,04/09/2022,0-4,0.0,,,,,,,,,,162642,,,0,,,0,4
Deaths,04/16/2022,0-4,0.0,,,,,,,,,,162642,,,0,,,0,4
Deaths,04/23/2022,0-4,0.0,,,,,,,,,,162642,,,0,,,0,4
Deaths,04/30/2022,0-4,0.0,,,,,,,,,,162642,,,0,,,0,4
Deaths,05/07/2022,0-4,0.0,,,,,,,,,,162642,,,0,,,0,4
Deaths,05/14/2022,0-4,0.0,,,,,,,,,,162642,,,0,,,0,4
Deaths,05/21/2022,0-4,0.0,,,,,,,,,,162642,,,0,,,0,4
Deaths,05/28/2022,0-4,0.0,,,,,,,,,,162642,,,0,,,0,4
Deaths,06/04/2022,0-4,0.0,,,,,,,,,,162642,,,0,,,0,4
Hospitalizations,09/25/2021,0-4,1.8,,,,,,,,,,162642,,,3,,,0,4
Deaths,06/11/2022,0-4,0.0,,,,,,,,,,162642,,,0,,,0,4
Deaths,06/18/2022,0-4,0.0,,,,,,,,,,162642,,,0,,,0,4
Deaths,06/25/2022,0-4,0.0,,,,,,,,,,162642,,,0,,,0,4
Hospitalizations,04/03/2021,0-4,1.8,,,,,,,,,,162642,,,3,,,0,4
Hospitalizations,04/03/2021,5-11,0.5,,,,,,,,,,210448,,,1,,,5,11
Hospitalizations,04/10/2021,0-4,1.8,,,,,,,,,,162642,,,3,,,0,4
Hospitalizations,04/10/2021,5-11,1.4,,,,,,,,,,210448,,,3,,,5,11
Hospitalizations,04/17/2021,0-4,1.2,,,,,,,,,,162642,,,2,,,0,4
Hospitalizations,04/17/2021,5-11,1.0,,,,,,,,,,210448,,,2,,,5,11
Hospitalizations,04/24/2021,0-4,2.5,,,,,,,,,,162642,,,4,,,0,4
Hospitalizations,04/24/2021,5-11,1.4,,,,,,,,,,210448,,,3,,,5,11
Hospitalizations,05/01/2021,0-4,3.1,,,,,,,,,,162642,,,5,,,0,4
Hospitalizations,05/01/2021,5-11,1.0,,,,,,,,,,210448,,,2,,,5,11
Hospitalizations,05/08/2021,0-4,3.1,,,,,,,,,,162642,,,5,,,0,4
Hospitalizations,05/08/2021,5-11,0.5,,,,,,,,,,210448,,,1,,,5,11
Hospitalizations,05/15/2021,0-4,0.0,,,,,,,,,,162642,,,0,,,0,4
Hospitalizations,05/15/2021,5-11,1.4,,,,,,,,,,210448,,,3,,,5,11
Hospitalizations,05/22/2021,0-4,1.2,,,,,,,,,,162642,,,2,,,0,4
Hospitalizations,05/22/2021,5-11,1.9,,,,,,,,,,210448,,,4,,,5,11
Hospitalizations,05/29/2021,0-4,0.6,,,,,,,,,,162642,,,1,,,0,4
Hospitalizations,05/29/2021,5-11,0.0,,,,,,,,,,210448,,,0,,,5,11
Hospitalizations,06/05/2021,0-4,2.5,,,,,,,,,,162642,,,4,,,0,4
Hospitalizations,06/05/2021,5-11,1.9,,,,,,,,,,210448,,,4,,,5,11
Hospitalizations,06/12/2021,0-4,1.2,,,,,,,,,,162642,,,2,,,0,4
Hospitalizations,06/12/2021,5-11,0.0,,,,,,,,,,210448,,,0,,,5,11
Hospitalizations,06/19/2021,0-4,0.6,,,,,,,,,,162642,,,1,,,0,4
Hospitalizations,06/19/2021,5-11,0.0,,,,,,,,,,210448,,,0,,,5,11
Hospitalizations,06/26/2021,0-4,0.6,,,,,,,,,,162642,,,1,,,0,4
Hospitalizations,06/26/2021,5-11,0.5,,,,,,,,,,210448,,,1,,,5,11
Hospitalizations,07/03/2021,0-4,0.0,,,,,,,,,,162642,,,0,,,0,4
Hospitalizations,07/03/2021,5-11,0.5,,,,,,,,,,210448,,,1,,,5,11
Hospitalizations,07/10/2021,0-4,2.5,,,,,,,,,,162642,,,4,,,0,4
Hospitalizations,07/10/2021,5-11,0.0,,,,,,,,,,210448,,,0,,,5,11
Hospitalizations,07/17/2021,0-4,1.2,,,,,,,,,,162642,,,2,,,0,4
Hospitalizations,07/17/2021,5-11,0.0,,,,,,,,,,210448,,,0,,,5,11
Hospitalizations,07/24/2021,0-4,0.0,,,,,,,,,,162642,,,0,,,0,4
Hospitalizations,07/24/2021,5-11,0.5,,,,,,,,,,210448,,,1,,,5,11
Hospitalizations,07/31/2021,0-4,1.2,,,,,,,,,,162642,,,2,,,0,4
Hospitalizations,07/31/2021,5-11,0.0,,,,,,,,,,210448,,,0,,,5,11
Hospitalizations,08/07/2021,0-4,1.8,,,,,,,,,,162642,,,3,,,0,4
Hospitalizations,08/07/2021,5-11,0.5,,,,,,,,,,210448,,,1,,,5,11
Hospitalizations,08/14/2021,0-4,1.2,,,,,,,,,,162642,,,2,,,0,4
Hospitalizations,08/14/2021,5-11,0.5,,,,,,,,,,210448,,,1,,,5,11
Hospitalizations,08/21/2021,0-4,0.6,,,,,,,,,,162642,,,1,,,0,4
Hospitalizations,08/21/2021,5-11,0.5,,,,,,,,,,210448,,,1,,,5,11
Hospitalizations,08/28/2021,0-4,1.2,,,,,,,,,,162642,,,2,,,0,4
Hospitalizations,09/04/2021,0-4,4.3,,,,,,,,,,162642,,,7,,,0,4
Hospitalizations,09/04/2021,5-11,0.5,,,,,,,,,,210448,,,1,,,5,11
Hospitalizations,09/11/2021,0-4,1.8,,,,,,,,,,162642,,,3,,,0,4
Hospitalizations,09/11/2021,5-11,0.0,,,,,,,,,,210448,,,0,,,5,11
Hospitalizations,09/18/2021,0-4,1.2,,,,,,,,,,162642,,,2,,,0,4
Hospitalizations,09/18/2021,5-11,1.4,,,,,,,,,,210448,,,3,,,5,11
Hospitalizations,09/25/2021,5-11,0.5,,,,,,,,,,210448,,,1,,,5,11
Hospitalizations,10/02/2021,0-4,0.6,,,,,,,,,,162642,,,1,,,0,4
Hospitalizations,10/02/2021,5-11,0.0,,,,,,,,,,210448,,,0,,,5,11
Hospitalizations,10/09/2021,0-4,2.5,,,,,,,,,,162642,,,4,,,0,4
Hospitalizations,10/09/2021,5-11,0.5,,,,,,,,,,210448,,,1,,,5,11
Hospitalizations,10/16/2021,0-4,0.0,,,,,,,,,,162642,,,0,,,0,4
Hospitalizations,10/16/2021,5-11,0.0,,,,,,,,,,210448,,,0,,,5,11
Hospitalizations,10/23/2021,0-4,0.0,,,,,,,,,,162642,,,0,,,0,4
Hospitalizations,10/23/2021,5-11,0.0,,,,,,,,,,210448,,,0,,,5,11
Hospitalizations,10/30/2021,0-4,0.0,,,,,,,,,,162642,,,0,,,0,4
Hospitalizations,10/30/2021,5-11,0.5,,,,,,,,,,210448,,,1,,,5,11
Hospitalizations,11/06/2021,0-4,0.0,,,,,,,,,,162642,,,0,,,0,4
Deaths,03/25/2023,18-29,0.0,0.0,0.0,,,,,,,,76243,213785,161673,0,0,0,18,29
Hospitalizations,11/20/2021,0-4,0.6,,,,,,,,,,162642,,,1,,,0,4
Hospitalizations,11/27/2021,0-4,0.6,,,,,,,,,,162642,,,1,,,0,4
Hospitalizations,12/04/2021,0-4,2.5,,,,,,,,,,162642,,,4,,,0,4
Hospitalizations,12/18/2021,0-4,12.3,,,,,,,,,,162642,,,20,,,0,4
Hospitalizations,12/25/2021,0-4,17.2,,,,,,,,,,162642,,,28,,,0,4
Cases,04/10/2021,12-17,200.0,,,,,,,,,,177522,,,355,,,12,17
Cases,05/20/2023,80+,36.6,8.8,42.4,4.2,0.9,,,,,,24557,11384,47128,9,1,20,80,200
Hospitalizations,01/15/2022,0-4,20.9,,,,,,,,,,162642,,,34,,,0,4
Hospitalizations,01/22/2022,0-4,13.5,,,,,,,,,,162642,,,22,,,0,4
Hospitalizations,01/29/2022,0-4,6.8,,,,,,,,,,162642,,,11,,,0,4
Hospitalizations,02/05/2022,0-4,4.3,,,,,,,,,,162642,,,7,,,0,4
Hospitalizations,02/12/2022,0-4,3.7,,,,,,,,,,162642,,,6,,,0,4
Hospitalizations,02/19/2022,0-4,1.8,,,,,,,,,,162642,,,3,,,0,4
Hospitalizations,02/26/2022,0-4,1.8,,,,,,,,,,162642,,,3,,,0,4
Hospitalizations,03/05/2022,0-4,1.8,,,,,,,,,,162642,,,3,,,0,4
Hospitalizations,03/12/2022,0-4,1.8,,,,,,,,,,162642,,,3,,,0,4
Hospitalizations,03/19/2022,0-4,1.2,,,,,,,,,,162642,,,2,,,0,4
Cases,04/30/2022,30-49,219.1,136.2,326.1,1.6,0.7,,,,,,130975,287056,330602,287,391,1078,30,49
Hospitalizations,04/02/2022,0-4,1.8,,,,,,,,,,162642,,,3,,,0,4
Hospitalizations,04/09/2022,0-4,1.2,,,,,,,,,,162642,,,2,,,0,4
Hospitalizations,04/16/2022,0-4,1.8,,,,,,,,,,162642,,,3,,,0,4
Hospitalizations,04/23/2022,0-4,1.2,,,,,,,,,,162642,,,2,,,0,4
Hospitalizations,04/30/2022,0-4,1.8,,,,,,,,,,162642,,,3,,,0,4
Hospitalizations,05/07/2022,0-4,3.1,,,,,,,,,,162642,,,5,,,0,4
Cases,08/07/2021,18-29,250.0,102.2,,2.4,,,,,,,206013,282729,,515,289,,18,29
Hospitalizations,05/21/2022,0-4,4.3,,,,,,,,,,162642,,,7,,,0,4
Hospitalizations,05/28/2022,0-4,3.1,,,,,,,,,,162642,,,5,,,0,4
Cases,11/05/2022,65-79,175.0,131.6,120.7,1.3,1.4,,,,,,42281,43326,171562,74,57,207,65,79
Hospitalizations,06/11/2022,0-4,4.3,,,,,,,,,,162642,,,7,,,0,4
Hospitalizations,01/14/2023,0-4,2.5,0.0,,,,,,,,,162642,,,4,0,,0,4
Cases,07/08/2023,80+,4.1,17.6,33.9,0.2,0.1,,,,,,24498,11383,47130,1,2,16,80,200
Cases,09/30/2023,65-79,61.7,62.2,55.9,1.0,1.1,,,,,,38891,43410,171762,24,27,96,65,79
Cases,09/17/2022,30-49,168.7,65.6,110.1,2.6,1.5,,,,,,123875,275892,346825,209,181,382,30,49
Deaths,07/23/2022,18-29,0.0,0.0,0.0,,,,,,,,92731,213642,157475,0,0,0,18,29
Deaths,01/08/2022,18-29,0.8,0.4,0.0,2.0,,,,,,,128651,256042,83774,1,1,0,18,29
Hospitalizations,02/04/2023,50-64,14.6,6.4,8.5,2.3,1.7,,,,,,34169,125516,246849,5,8,21,50,64
Cases,11/19/2022,5-11,127.6,127.4,142.4,1.0,0.9,,,,,,93236,80867,21068,119,103,30,5,11
Hospitalizations,11/26/2022,All,14.3,6.2,10.0,2.3,1.4,18.6,10.0,7.2,1.9,2.6,565402,850149,1039743,81,53,104,999,999
Deaths,01/07/2023,30-49,0.0,0.0,0.3,,0.0,,,,,,112744,277305,347207,0,0,1,30,49
Cases,08/21/2021,18-29,274.7,104.6,,2.6,,,,,,,197658,288634,,543,302,,18,29
Deaths,09/23/2023,All,0.4,0.0,0.2,,2.0,0.3,0.0,0.1,,2.0,525521,860278,1040840,2,0,2,999,999
Deaths,08/20/2022,80+,11.4,17.3,6.4,0.7,1.8,,,,,,26236,11583,46759,3,2,3,80,200
Deaths,04/16/2022,50-64,4.5,0.0,0.0,,,,,,,,44596,136888,229793,2,0,0,50,64
Hospitalizations,08/05/2023,18-29,1.4,0.5,0.0,2.8,,,,,,,73686,214134,161713,1,1,0,18,29
Deaths,10/01/2022,5-11,0.0,0.0,0.0,,,,,,,,94700,81441,19254,0,0,0,5,11
Hospitalizations,11/06/2021,30-49,13.5,1.1,0.0,12.3,,,,,,,199928,527699,31898,27,6,0,30,49
Cases,10/02/2021,All,158.9,56.5,,2.8,,179.5,45.8,,3.9,,1009399,1510653,,1604,853,,999,999
Cases,01/08/2022,30-49,2614.0,1690.1,1349.3,1.5,1.9,,,,,,161589,361224,223160,4224,6105,3011,30,49
Deaths,07/03/2021,50-64,1.8,0.0,,,,,,,,,109144,300501,,2,0,,50,64
Cases,07/22/2023,0-4,17.2,1.8,,9.6,,,,,,,162642,,,28,3,,0,4
Cases,05/28/2022,65-79,169.9,181.4,220.3,0.9,0.8,,,,,,47077,47959,164773,80,87,363,65,79
Hospitalizations,10/09/2021,12-17,0.0,0.0,,,,,,,,,67139,95783,,0,0,,12,17
Hospitalizations,12/24/2022,0-4,4.9,0.0,,,,,,,,,162642,,,8,0,,0,4
Deaths,05/07/2022,65-79,2.1,2.0,0.0,1.0,,,,,,,47611,49260,162746,1,1,0,65,79
Deaths,01/08/2022,50-64,43.8,7.2,0.6,6.1,73.0,,,,,,54811,194317,160841,24,14,1,50,64
Deaths,05/27/2023,50-64,0.0,0.0,0.0,,,,,,,,32906,125743,246912,0,0,0,50,64
Hospitalizations,10/21/2023,30-49,2.9,1.1,0.9,2.6,3.2,,,,,,103249,278946,347858,3,3,3,30,49
Deaths,04/16/2022,12-17,0.0,0.0,0.0,,,,,,,,37876,95178,32264,0,0,0,12,17
Hospitalizations,10/29/2022,18-29,7.1,0.5,2.5,14.2,2.8,,,,,,84477,212127,161526,6,1,4,18,29
Deaths,11/05/2022,80+,4.0,8.8,2.1,0.5,1.9,,,,,,25236,11367,47086,1,1,1,80,200
Deaths,05/28/2022,5-11,0.0,0.0,0.0,,,,,,,,100718,94665,418,0,0,0,5,11
Hospitalizations,02/05/2022,18-29,6.5,2.2,0.8,3.0,8.1,,,,,,108394,225478,122651,7,5,1,18,29
Hospitalizations,10/14/2023,65-79,26.0,16.1,12.2,1.6,2.1,,,,,,38416,43494,171905,10,7,21,65,79
Cases,08/27/2022,5-11,129.4,89.6,117.1,1.4,1.1,,,,,,95812,83661,15377,124,75,18,5,11
Deaths,04/08/2023,65-79,0.0,0.0,0.0,,,,,,,,39837,43431,171716,0,0,0,65,79
Hospitalizations,08/14/2021,18-29,9.4,0.4,,23.5,,,,,,,201742,285632,,19,1,,18,29
Deaths,06/19/2021,All,1.2,0.2,,6.0,,1.8,0.1,,17.8,,1238489,1241729,,15,2,,999,999
Cases,06/19/2021,18-29,21.5,3.7,,5.8,,,,,,,232120,245040,,50,9,,18,29
Cases,01/28/2023,All,121.4,74.1,87.0,1.6,1.4,135.8,75.1,91.3,1.8,1.5,549564,855718,1040296,667,634,905,999,999
Hospitalizations,01/01/2022,5-11,6.5,0.0,,,,,,,,,138684,43394,,9,0,,5,11
Hospitalizations,07/16/2022,12-17,5.5,1.1,2.6,5.0,2.1,,,,,,36204,90674,38517,2,1,1,12,17
Cases,07/09/2022,5-11,81.8,107.7,115.4,0.8,0.7,,,,,,98989,89156,7798,81,96,9,5,11
Deaths,03/11/2023,All,0.2,0.2,0.0,1.0,,0.1,0.2,0.0,0.6,,543537,858035,1040472,1,2,0,999,999
Hospitalizations,12/11/2021,12-17,8.7,0.9,0.0,9.7,,,,,,,57433,105995,469,5,1,0,12,17
Hospitalizations,06/10/2023,80+,8.2,0.0,8.5,,1.0,,,,,,24522,11383,47130,2,0,4,80,200
Cases,05/01/2021,18-29,241.2,21.3,,11.3,,,,,,,284798,107854,,687,23,,18,29
Deaths,10/02/2021,All,3.0,0.3,,10.0,,4.2,0.3,,16.2,,1009399,1510653,,30,5,,999,999
Deaths,07/09/2022,80+,7.6,8.3,4.3,0.9,1.8,,,,,,26425,12088,46042,2,1,2,80,200
Hospitalizations,05/27/2023,5-11,0.0,0.0,0.0,,,,,,,,90605,82681,21243,0,0,0,5,11
Deaths,07/23/2022,5-11,0.0,0.0,0.0,,,,,,,,98178,87751,9749,0,0,0,5,11
Cases,02/12/2022,12-17,172.3,84.5,36.7,2.0,4.7,,,,,,41212,95886,21795,71,81,8,12,17
Hospitalizations,12/11/2021,All,37.1,10.3,2.9,3.6,12.8,55.2,10.6,1.5,5.2,37.8,847199,1247588,380994,314,129,11,999,999
Hospitalizations,11/04/2023,5-11,0.0,0.0,0.0,,,,,,,,88776,82330,21744,0,0,0,5,11
Deaths,10/14/2023,5-11,0.0,0.0,0.0,,,,,,,,89235,82644,21300,0,0,0,5,11
